timestamp,capture_ms,inference_ms,postprocess_ms,loop_ms,fps,num_detections,max_score
1773329441.9989195,30.545,14.259,0.011,76.220,13.12,0,0.000
1773329442.058916,33.394,18.652,0.026,58.554,17.08,0,0.000
1773329442.1206548,33.014,17.634,0.030,60.359,16.57,0,0.000
1773329442.1870482,31.857,14.953,0.014,65.247,15.33,0,0.000
1773329442.2575977,31.928,14.308,0.013,69.668,14.35,0,0.000
1773329442.3205044,28.862,14.315,0.012,61.618,16.23,0,0.000
1773329442.3875234,33.025,14.934,0.010,66.080,15.13,0,0.000
1773329442.4538038,32.760,15.035,0.013,65.219,15.33,0,0.000
1773329442.520184,31.732,14.447,0.013,65.468,15.27,0,0.000
1773329442.5868554,32.094,14.406,0.013,65.659,15.23,0,0.000
1773329442.653548,31.814,14.458,0.013,65.668,15.23,0,0.000
1773329442.7199984,32.254,14.511,0.014,65.579,15.25,0,0.000
1773329442.7867212,31.906,14.396,0.013,65.636,15.24,0,0.000
1773329442.8533409,32.431,14.748,0.013,65.757,15.21,0,0.000
1773329442.919956,31.884,16.198,0.013,65.612,15.24,0,0.000
1773329442.9865496,34.558,14.528,0.013,65.711,15.22,0,0.000
1773329443.053338,31.914,14.505,0.013,65.764,15.21,0,0.000
1773329443.119826,32.195,14.595,0.013,65.528,15.26,0,0.000
1773329443.186486,34.137,14.420,0.014,65.648,15.23,0,0.000
1773329443.2532756,32.591,14.472,0.013,65.833,15.19,0,0.000
1773329443.319793,30.678,14.422,0.013,64.476,15.51,0,0.000
1773329443.3886502,35.724,14.388,0.013,67.752,14.76,0,0.000
1773329443.4535477,30.144,15.117,0.011,64.036,15.62,0,0.000
1773329443.5199246,32.099,14.516,0.008,65.441,15.28,0,0.000
1773329443.5864303,31.812,14.385,0.012,65.532,15.26,0,0.000
1773329443.6529734,32.295,14.431,0.013,65.706,15.22,0,0.000
1773329443.7196114,32.130,15.273,0.013,65.806,15.20,0,0.000
1773329443.791211,32.442,14.307,0.013,70.810,14.12,0,0.000
1773329443.8533459,27.399,14.749,0.013,61.238,16.33,0,0.000
1773329443.920845,31.993,14.991,0.011,66.678,15.00,0,0.000
1773329443.9862432,29.907,14.274,0.014,63.664,15.71,0,0.000
1773329444.0549812,32.359,14.598,0.012,67.902,14.73,0,0.000
1773329444.119439,29.694,14.337,0.010,63.388,15.78,0,0.000
1773329444.1861591,32.405,14.576,0.013,65.931,15.17,0,0.000
1773329444.2527068,31.883,14.250,0.013,65.674,15.23,0,0.000
1773329444.3193312,30.974,15.256,0.009,63.727,15.69,0,0.000
1773329444.3861058,32.106,14.284,0.012,65.927,15.17,0,0.000
1773329444.452778,32.213,14.852,0.013,65.742,15.21,0,0.000
1773329444.5192528,31.843,14.552,0.014,65.563,15.25,0,0.000
1773329444.5858736,32.946,14.333,0.010,65.827,15.19,0,0.000
1773329444.652655,34.979,14.337,0.011,65.951,15.16,0,0.000
1773329444.719306,32.481,14.290,0.012,65.827,15.19,0,0.000
1773329444.785984,32.315,14.287,0.018,65.756,15.21,0,0.000
1773329444.8526905,33.079,14.278,0.011,65.913,15.17,0,0.000
1773329444.9192133,32.463,16.665,0.014,65.683,15.22,0,0.000
1773329444.9860542,32.246,14.351,0.010,65.940,15.17,0,0.000
1773329445.0526617,31.734,14.863,0.009,65.676,15.23,0,0.000
1773329445.119078,32.126,15.070,0.011,65.590,15.25,0,0.000
1773329445.1857748,32.058,14.736,0.010,65.772,15.20,0,0.000
1773329445.2524207,32.238,14.695,0.012,65.793,15.20,0,0.000
1773329445.3193283,31.834,14.904,0.012,66.021,15.15,0,0.000
1773329445.3865378,32.161,14.245,0.014,66.302,15.08,0,0.000
1773329445.4533985,34.317,14.376,0.019,66.010,15.15,0,0.000
1773329445.522861,31.415,14.296,0.014,68.608,14.58,0,0.000
1773329445.5855005,29.623,14.372,0.009,61.791,16.18,0,0.000
1773329445.652224,32.212,14.388,0.013,65.691,15.22,0,0.000
1773329445.720323,31.892,14.251,0.013,67.233,14.87,0,0.000
1773329445.7855604,31.137,14.272,0.009,64.399,15.53,0,0.000
1773329445.8521283,31.857,14.335,0.012,65.750,15.21,0,0.000
1773329445.918818,32.271,14.545,0.010,65.672,15.23,0,0.000
1773329445.9854429,32.665,14.916,0.011,65.795,15.20,0,0.000
1773329446.0523093,31.854,14.321,0.010,65.608,15.24,0,0.000
1773329446.1187496,32.855,14.239,0.013,65.610,15.24,0,0.000
1773329446.1853015,31.936,14.226,0.012,65.335,15.31,0,0.000
1773329446.2520096,35.568,14.545,0.016,65.907,15.17,0,0.000
1773329446.3191895,32.040,14.804,0.011,66.187,15.11,0,0.000
1773329446.3852885,30.909,14.223,0.012,64.764,15.44,0,0.000
1773329446.4521558,32.428,14.359,0.011,65.784,15.20,0,0.000
1773329446.5186284,31.739,14.603,0.012,65.611,15.24,0,0.000
1773329446.5851564,32.011,15.595,0.014,65.513,15.26,0,0.000
1773329446.6516423,32.080,14.326,0.013,65.569,15.25,0,0.000
1773329446.718596,33.306,15.302,0.014,65.967,15.16,0,0.000
1773329446.785692,32.374,15.048,0.014,66.198,15.11,0,0.000
1773329446.8527832,31.581,15.032,0.021,64.968,15.39,0,0.000
1773329446.9185028,31.257,15.202,0.016,64.808,15.43,0,0.000
1773329446.9861703,32.257,14.670,0.013,66.628,15.01,0,0.000
1773329447.0519495,31.018,14.718,0.012,64.896,15.41,0,0.000
1773329447.1190531,32.301,14.796,0.012,66.086,15.13,0,0.000
1773329447.1852036,31.417,14.830,0.013,65.277,15.32,0,0.000
1773329447.2521877,32.905,14.839,0.014,65.937,15.17,0,0.000
1773329447.3186185,31.728,15.790,0.013,65.587,15.25,0,0.000
1773329447.3855553,31.884,14.765,0.013,65.875,15.18,0,0.000
1773329447.4517627,32.036,15.051,0.014,65.283,15.32,0,0.000
1773329447.519086,32.684,16.906,0.016,66.225,15.10,0,0.000
1773329447.584988,31.377,14.820,0.014,65.042,15.37,0,0.000
1773329447.651865,32.211,14.752,0.016,65.868,15.18,0,0.000
1773329447.7183437,31.755,14.715,0.015,65.649,15.23,0,0.000
1773329447.7866638,31.758,14.631,0.011,66.902,14.95,0,0.000
1773329447.8517597,30.402,14.807,0.020,64.252,15.56,0,0.000
1773329447.9184554,31.944,15.361,0.012,65.630,15.24,0,0.000
1773329447.9850736,31.998,15.277,0.016,65.625,15.24,0,0.000
1773329448.0519962,31.976,14.796,0.014,65.906,15.17,0,0.000
1773329448.118091,31.520,15.165,0.014,64.916,15.40,0,0.000
1773329448.1863115,32.290,14.993,0.021,67.059,14.91,0,0.000
1773329448.2516398,30.578,16.291,0.016,64.407,15.53,0,0.000
1773329448.3183784,33.785,15.446,0.013,65.703,15.22,0,0.000
1773329448.3881533,31.658,14.788,0.015,68.882,14.52,0,0.000
1773329448.4514925,28.583,14.828,0.014,62.277,16.06,0,0.000
1773329448.5181742,31.860,14.666,0.016,65.851,15.19,0,0.000
1773329448.584814,31.924,14.634,0.015,65.588,15.25,0,0.000
1773329448.6513898,31.805,14.723,0.017,65.675,15.23,0,0.000
1773329448.7182631,32.096,14.770,0.010,65.836,15.19,0,0.000
1773329448.7848365,31.659,14.771,0.015,65.638,15.24,0,0.000
1773329448.8517277,31.948,14.888,0.017,65.870,15.18,0,0.000
1773329448.9185183,31.677,14.861,0.014,65.952,15.16,0,0.000
1773329448.9844937,31.431,14.707,0.012,65.025,15.38,0,0.000
1773329449.0511878,32.030,18.008,0.015,65.867,15.18,0,0.000
1773329449.1178837,32.317,14.723,0.014,65.676,15.23,0,0.000
1773329449.1848006,31.809,14.750,0.012,65.977,15.16,0,0.000
1773329449.251483,31.641,14.822,0.014,65.629,15.24,0,0.000
1773329449.318253,31.571,15.064,0.015,65.853,15.19,0,0.000
1773329449.384365,31.566,14.690,0.014,65.021,15.38,0,0.000
1773329449.450948,32.041,17.825,0.016,65.748,15.21,0,0.000
1773329449.5176344,32.603,14.760,0.016,65.644,15.23,0,0.000
1773329449.583916,31.940,14.336,0.010,65.370,15.30,0,0.000
1773329449.6509225,31.963,14.210,0.010,65.941,15.17,0,0.000
1773329449.7171848,31.627,14.365,0.013,65.264,15.32,0,0.000
1773329449.7853813,32.107,14.377,0.012,67.196,14.88,0,0.000
1773329449.8505862,30.877,14.622,0.014,64.367,15.54,0,0.000
1773329449.9173434,32.272,14.935,0.010,65.647,15.23,0,0.000
1773329449.983731,31.741,14.312,0.013,65.523,15.26,0,0.000
1773329450.050401,32.167,14.394,0.013,65.664,15.23,0,0.000
1773329450.116909,31.800,14.288,0.012,65.541,15.26,0,0.000
1773329450.183744,32.166,15.106,0.019,65.799,15.20,0,0.000
1773329450.2502205,31.894,14.688,0.013,65.573,15.25,0,0.000
1773329450.3172445,32.057,14.318,0.013,65.918,15.17,0,0.000
1773329450.3836167,31.708,14.411,0.014,65.510,15.26,0,0.000
1773329450.4504094,31.966,14.243,0.011,65.745,15.21,0,0.000
1773329450.517043,33.864,14.357,0.010,65.786,15.20,0,0.000
1773329450.58467,31.990,14.366,0.013,66.619,15.01,0,0.000
1773329450.6501594,30.813,14.250,0.014,64.655,15.47,0,0.000
1773329450.7172196,32.100,14.323,0.013,65.946,15.16,0,0.000
1773329450.7834537,31.522,14.324,0.012,65.276,15.32,0,0.000
1773329450.8501332,31.964,14.280,0.013,65.654,15.23,0,0.000
1773329450.9168684,32.667,14.474,0.014,65.774,15.20,0,0.000
1773329450.9835374,31.981,14.342,0.011,65.605,15.24,0,0.000
1773329451.0500343,31.768,14.299,0.013,65.649,15.23,0,0.000
1773329451.1167243,32.062,14.258,0.012,65.617,15.24,0,0.000
1773329451.1841412,31.928,15.486,0.015,66.593,15.02,0,0.000
1773329451.250082,31.204,14.617,0.014,64.954,15.40,0,0.000
1773329451.3165138,31.341,14.643,0.012,65.209,15.34,0,0.000
1773329451.3833108,31.975,14.416,0.014,65.643,15.23,0,0.000
1773329451.4498162,32.151,14.788,0.012,65.675,15.23,0,0.000
1773329451.516583,32.024,14.517,0.012,65.618,15.24,0,0.000
1773329451.583202,31.949,14.519,0.013,65.795,15.20,0,0.000
1773329451.64987,31.923,14.428,0.012,65.631,15.24,0,0.000
1773329451.7172348,31.825,14.525,0.012,66.493,15.04,0,0.000
1773329451.7830238,31.626,15.694,0.019,64.788,15.43,0,0.000
1773329451.8510478,31.901,14.555,0.012,67.193,14.88,0,0.000
1773329451.9180794,30.853,14.829,0.013,65.857,15.18,0,0.000
1773329451.9834013,30.085,14.338,0.012,64.326,15.55,0,0.000
1773329452.0496411,31.448,14.300,0.011,65.093,15.36,0,0.000
1773329452.1172044,32.394,14.369,0.012,66.650,15.00,0,0.000
1773329452.1828096,30.883,14.307,0.010,64.451,15.52,0,0.000
1773329452.2494807,31.979,14.346,0.013,65.778,15.20,0,0.000
1773329452.3163218,32.012,14.740,0.012,65.825,15.19,0,0.000
1773329452.3830087,31.711,14.300,0.013,65.775,15.20,0,0.000
1773329452.4506996,31.840,14.366,0.011,66.578,15.02,0,0.000
1773329452.5160744,31.789,14.340,0.013,64.541,15.49,0,0.000
1773329452.5827076,32.252,14.305,0.012,65.566,15.25,0,0.000
1773329452.649411,32.222,14.402,0.013,65.586,15.25,0,0.000
1773329452.7158103,33.522,14.324,0.012,65.359,15.30,0,0.000
1773329452.7827172,32.174,14.401,0.013,66.092,15.13,0,0.000
1773329452.852436,32.082,14.264,0.012,68.862,14.52,0,0.000
1773329452.9157648,28.606,14.420,0.012,62.309,16.05,0,0.000
1773329452.9824083,32.503,15.706,0.013,65.792,15.20,0,0.000
1773329453.0491776,32.131,15.711,0.013,65.857,15.18,0,0.000
1773329453.1156602,32.139,14.341,0.013,65.583,15.25,0,0.000
1773329453.1823418,32.594,14.294,0.014,65.830,15.19,0,0.000
1773329453.2492697,32.628,14.290,0.011,66.064,15.14,0,0.000
1773329453.3157618,31.558,14.345,0.015,65.461,15.28,0,0.000
1773329453.3821735,32.940,14.907,0.011,65.576,15.25,0,0.000
1773329453.4489133,32.135,14.296,0.014,65.869,15.18,0,0.000
1773329453.5159824,32.781,14.239,0.013,66.252,15.09,0,0.000
1773329453.5822875,31.573,14.246,0.011,65.373,15.30,0,0.000
1773329453.6498063,33.277,15.143,0.018,66.603,15.01,0,0.000
1773329453.7155812,30.966,14.639,0.013,64.912,15.41,0,0.000
1773329453.7820153,31.989,14.355,0.013,65.440,15.28,0,0.000
1773329453.848831,32.032,14.317,0.014,65.846,15.19,0,0.000
1773329453.9190855,32.350,14.313,0.012,69.265,14.44,0,0.000
1773329453.9844465,28.197,14.574,0.011,64.410,15.53,0,0.000
1773329454.0490215,31.184,14.320,0.012,63.681,15.70,0,0.000
1773329454.1153543,31.882,14.458,0.013,65.185,15.34,0,0.000
1773329454.1819878,32.266,14.270,0.015,65.820,15.19,0,0.000
1773329454.24862,31.827,14.496,0.013,65.681,15.23,0,0.000
1773329454.315165,32.311,14.884,0.013,65.646,15.23,0,0.000
1773329454.3818648,32.103,15.224,0.013,65.862,15.18,0,0.000
1773329454.4487169,32.604,14.236,0.013,66.014,15.15,0,0.000
1773329454.5153482,31.961,15.255,0.014,65.744,15.21,0,0.000
1773329454.5825515,32.112,14.802,0.014,66.382,15.06,0,0.000
1773329454.6500251,32.214,15.511,0.015,66.539,15.03,0,0.000
1773329454.7153478,30.981,14.842,0.015,64.385,15.53,0,0.000
1773329454.7821712,32.539,15.075,0.012,65.980,15.16,0,0.000
1773329454.8497987,32.240,14.724,0.013,66.625,15.01,0,0.000
1773329454.915074,30.440,14.305,0.013,64.274,15.56,0,0.000
1773329454.9817305,31.887,14.314,0.011,65.487,15.27,0,0.000
1773329455.0503182,31.875,14.387,0.013,67.722,14.77,0,0.000
1773329455.1148145,30.157,14.357,0.012,63.522,15.74,0,0.000
1773329455.1815884,32.225,15.329,0.014,65.932,15.17,0,0.000
1773329455.2491584,32.245,14.260,0.013,66.769,14.98,0,0.000
1773329455.314918,29.888,14.294,0.011,63.631,15.72,0,0.000
1773329455.3814359,32.293,14.338,0.015,65.735,15.21,0,0.000
1773329455.450222,31.970,14.328,0.013,67.957,14.72,0,0.000
1773329455.5146103,29.964,14.845,0.013,63.380,15.78,0,0.000
1773329455.581467,33.471,14.254,0.011,65.993,15.15,0,0.000
1773329455.6480246,32.148,16.796,0.013,65.754,15.21,0,0.000
1773329455.7146723,31.757,14.221,0.011,65.632,15.24,0,0.000
1773329455.782238,32.101,15.595,0.021,66.529,15.03,0,0.000
1773329455.848029,31.139,14.283,0.014,64.928,15.40,0,0.000
1773329455.914382,32.471,14.289,0.013,65.465,15.28,0,0.000
1773329455.9823654,32.325,14.386,0.014,67.135,14.90,0,0.000
1773329456.047995,31.276,14.356,0.015,64.809,15.43,0,0.000
1773329456.11494,31.748,14.309,0.012,65.977,15.16,0,0.000
1773329456.181531,31.857,14.390,0.012,65.691,15.22,0,0.000
1773329456.2478316,31.427,14.980,0.012,65.170,15.34,0,0.000
1773329456.3143315,32.156,14.294,0.012,65.625,15.24,0,0.000
1773329456.3813868,31.948,14.315,0.014,66.092,15.13,0,0.000
1773329456.4475698,31.962,14.611,0.010,65.238,15.33,0,0.000
1773329456.514355,32.395,14.344,0.011,65.941,15.17,0,0.000
1773329456.58326,32.152,14.304,0.010,68.013,14.70,0,0.000
1773329456.6474934,29.517,14.585,0.014,63.292,15.80,0,0.000
1773329456.7142005,33.430,14.309,0.010,65.912,15.17,0,0.000
1773329456.7813902,31.690,14.459,0.014,65.957,15.16,0,0.000
1773329456.847596,31.658,14.245,0.012,65.292,15.32,0,0.000
1773329456.9141853,31.770,15.134,0.012,65.605,15.24,0,0.000
1773329456.981763,32.116,14.327,0.012,66.590,15.02,0,0.000
1773329457.047407,34.554,14.786,0.021,64.388,15.53,0,0.000
1773329457.1151047,32.350,14.235,0.019,66.867,14.96,0,0.000
1773329457.1806376,30.852,14.293,0.013,64.630,15.47,0,0.000
1773329457.2472386,32.361,14.430,0.014,65.734,15.21,0,0.000
1773329457.3143272,31.953,14.726,0.024,66.183,15.11,0,0.000
1773329457.3817499,31.873,14.512,0.013,66.540,15.03,0,0.000
1773329457.447208,30.832,14.352,0.013,64.382,15.53,0,0.000
1773329457.5160806,32.343,14.838,0.014,68.053,14.69,0,0.000
1773329457.5807645,29.995,14.606,0.012,63.770,15.68,0,0.000
1773329457.6470811,32.060,14.443,0.013,65.408,15.29,0,0.000
1773329457.7138097,32.062,14.317,0.015,65.841,15.19,0,0.000
1773329457.7803526,32.273,14.363,0.013,65.725,15.21,0,0.000
1773329457.847161,32.402,14.522,0.013,65.945,15.16,0,0.000
1773329457.9136896,34.171,15.882,0.023,65.701,15.22,0,0.000
1773329457.9803877,32.185,16.230,0.012,65.830,15.19,0,0.000
1773329458.0469773,32.107,14.298,0.015,65.648,15.23,0,0.000
1773329458.113615,32.212,16.530,0.014,65.736,15.21,0,0.000
1773329458.1819181,32.303,14.286,0.013,67.390,14.84,0,0.000
1773329458.2488027,30.368,14.559,0.012,66.001,15.15,0,0.000
1773329458.313462,31.611,14.422,0.013,63.617,15.72,0,0.000
1773329458.3807209,32.130,14.370,0.012,66.423,15.05,0,0.000
1773329458.446784,31.776,14.266,0.013,65.251,15.33,0,0.000
1773329458.5134335,31.900,14.324,0.012,65.542,15.26,0,0.000
1773329458.5801675,32.392,14.391,0.013,65.916,15.17,0,0.000
1773329458.6468449,32.106,14.689,0.013,65.841,15.19,0,0.000
1773329458.713226,32.504,14.304,0.013,65.484,15.27,0,0.000
1773329458.7801075,32.351,14.592,0.013,66.051,15.14,0,0.000
1773329458.8466702,32.473,14.400,0.011,65.735,15.21,0,0.000
1773329458.9134116,31.960,14.293,0.012,65.793,15.20,0,0.000
1773329458.9808705,32.377,15.606,0.019,66.658,15.00,0,0.000
1773329459.0467389,31.235,14.322,0.012,65.032,15.38,0,0.000
1773329459.1131687,32.583,14.311,0.013,65.509,15.27,0,0.000
1773329459.1799104,32.094,14.493,0.016,65.914,15.17,0,0.000
1773329459.2475026,32.152,14.309,0.014,66.740,14.98,0,0.000
1773329459.3132286,30.837,14.859,0.014,64.515,15.50,0,0.000
1773329459.3800428,32.167,14.276,0.011,65.921,15.17,0,0.000
1773329459.4464064,32.785,14.341,0.012,65.531,15.26,0,0.000
1773329459.5129602,34.099,14.289,0.012,65.720,15.22,0,0.000
1773329459.5796793,32.072,14.266,0.010,65.840,15.19,0,0.000
1773329459.6462975,32.439,14.619,0.014,65.829,15.19,0,0.000
1773329459.7130907,32.089,14.550,0.013,65.909,15.17,0,0.000
1773329459.7797625,32.124,14.293,0.010,65.776,15.20,0,0.000
1773329459.8473413,38.659,18.780,0.026,66.715,14.99,0,0.000
1773329459.9145505,39.429,23.307,0.024,66.068,15.14,0,0.000
1773329459.979479,38.275,16.888,0.015,63.829,15.67,0,0.000
1773329460.0461223,32.603,14.241,0.008,65.853,15.19,0,0.000
1773329460.1127474,31.908,14.260,0.011,65.693,15.22,0,0.000
1773329460.1795192,33.117,14.412,0.009,65.968,15.16,0,0.000
1773329460.246289,31.939,14.260,0.011,65.929,15.17,0,0.000
1773329460.3128092,32.198,14.515,0.011,65.674,15.23,0,0.000
1773329460.3795767,31.999,14.498,0.013,65.846,15.19,0,0.000
1773329460.4461513,32.387,17.200,0.013,65.770,15.20,0,0.000
1773329460.5136058,31.986,14.402,0.014,66.581,15.02,0,0.000
1773329460.579191,31.622,14.314,0.010,64.765,15.44,0,0.000
1773329460.6460166,33.296,14.367,0.012,65.987,15.15,0,0.000
1773329460.7126133,32.224,14.838,0.014,65.790,15.20,0,0.000
1773329460.7791443,32.411,14.229,0.012,65.624,15.24,0,0.000
1773329460.8458626,32.433,14.671,0.011,65.915,15.17,0,0.000
1773329460.9125102,31.913,14.331,0.010,65.801,15.20,0,0.000
1773329460.9790187,31.766,14.254,0.012,65.255,15.32,0,0.000
1773329461.0458515,32.238,14.352,0.013,65.999,15.15,0,0.000
1773329461.112499,32.264,14.311,0.012,65.729,15.21,0,0.000
1773329461.1789854,31.922,14.260,0.012,65.567,15.25,0,0.000
1773329461.2455928,34.059,15.020,0.014,65.816,15.19,0,0.000
1773329461.3123431,35.513,14.571,0.013,65.923,15.17,0,0.000
1773329461.378871,32.339,14.316,0.011,65.715,15.22,0,0.000
1773329461.4455428,34.154,14.387,0.011,65.837,15.19,0,0.000
1773329461.5136657,32.373,14.265,0.011,67.277,14.86,0,0.000
1773329461.5789118,30.462,14.765,0.014,64.366,15.54,0,0.000
1773329461.646352,32.167,14.367,0.012,66.536,15.03,0,0.000
1773329461.7131746,34.348,14.330,0.011,65.979,15.16,0,0.000
1773329461.778614,31.752,14.573,0.011,64.632,15.47,0,0.000
1773329461.8454742,32.181,14.691,0.013,66.017,15.15,0,0.000
1773329461.9120908,32.553,14.942,0.013,65.764,15.21,0,0.000
1773329461.97912,31.918,14.347,0.008,66.053,15.14,0,0.000
1773329462.0453167,31.909,14.190,0.011,65.390,15.29,0,0.000
1773329462.1120217,31.936,17.004,0.013,65.748,15.21,0,0.000
1773329462.1784387,32.055,14.784,0.014,65.445,15.28,0,0.000
1773329462.2452402,32.481,14.625,0.013,65.941,15.16,0,0.000
1773329462.311843,32.635,14.325,0.009,65.792,15.20,0,0.000
1773329462.3794918,31.880,14.271,0.013,66.719,14.99,0,0.000
1773329462.4450545,31.782,14.308,0.009,64.757,15.44,0,0.000
1773329462.5118678,32.708,14.469,0.014,65.953,15.16,0,0.000
1773329462.5793157,32.102,14.348,0.011,66.561,15.02,0,0.000
1773329462.6450303,31.260,14.650,0.015,64.878,15.41,0,0.000
1773329462.7123997,32.772,14.428,0.013,66.566,15.02,0,0.000
1773329462.778442,31.612,14.627,0.013,65.168,15.35,0,0.000
1773329462.8448741,33.221,14.574,0.017,65.502,15.27,0,0.000
1773329462.911668,32.554,14.868,0.010,65.960,15.16,0,0.000
1773329462.978274,32.710,15.777,0.011,65.780,15.20,0,0.000
1773329463.04509,31.934,14.333,0.011,65.883,15.18,0,0.000
1773329463.111478,36.582,15.410,0.020,65.589,15.25,0,0.000
1773329463.1795914,32.004,14.224,0.011,67.237,14.87,0,0.000
1773329463.246121,31.022,14.593,0.011,65.670,15.23,0,0.000
1773329463.3114262,30.724,14.278,0.010,64.424,15.52,0,0.000
1773329463.3784359,33.599,15.820,0.016,66.115,15.13,0,0.000
1773329463.4457407,32.815,14.423,0.012,66.389,15.06,0,0.000
1773329463.5119328,31.400,14.339,0.011,65.347,15.30,0,0.000
1773329463.578808,31.397,14.325,0.012,66.040,15.14,0,0.000
1773329463.6447878,31.349,15.026,0.013,65.069,15.37,0,0.000
1773329463.7112033,32.197,17.233,0.017,65.580,15.25,0,0.000
1773329463.778336,33.027,14.244,0.012,66.294,15.08,0,0.000
1773329463.8447366,31.459,14.507,0.025,65.477,15.27,0,0.000
1773329463.9113138,32.663,14.452,0.013,65.667,15.23,0,0.000
1773329463.9779484,31.974,14.376,0.012,65.775,15.20,0,0.000
1773329464.0445383,32.206,14.304,0.013,65.766,15.21,0,0.000
1773329464.1120598,31.936,14.355,0.013,66.595,15.02,0,0.000
1773329464.1778944,32.964,16.635,0.016,65.052,15.37,0,0.000
1773329464.246106,31.761,15.078,0.011,67.287,14.86,0,0.000
1773329464.3114586,30.611,14.321,0.012,64.444,15.52,0,0.000
1773329464.377743,33.280,14.440,0.013,65.370,15.30,0,0.000
1773329464.4443617,32.241,14.303,0.011,65.721,15.22,0,0.000
1773329464.5110898,31.576,14.242,0.009,65.472,15.27,0,0.000
1773329464.577947,32.019,14.742,0.012,65.851,15.19,0,0.000
1773329464.6480937,31.502,14.410,0.011,69.228,14.44,0,0.000
1773329464.713682,28.521,14.351,0.012,64.593,15.48,0,0.000
1773329464.777543,29.079,14.295,0.010,62.856,15.91,0,0.000
1773329464.8447034,32.155,14.619,0.012,66.135,15.12,0,0.000
1773329464.9109735,31.602,14.439,0.013,65.362,15.30,0,0.000
1773329464.97834,32.177,15.477,0.015,66.523,15.03,0,0.000
1773329465.0448148,31.514,15.020,0.015,65.580,15.25,0,0.000
1773329465.1116931,34.056,17.270,0.016,65.989,15.15,0,0.000
1773329465.178967,31.454,14.911,0.016,66.405,15.06,0,0.000
1773329465.2447782,31.047,15.050,0.014,64.875,15.41,0,0.000
1773329465.3110201,31.992,14.722,0.013,64.695,15.46,0,0.000
1773329465.3781571,32.221,14.798,0.014,66.301,15.08,0,0.000
1773329465.444416,32.987,15.467,0.014,65.212,15.33,0,0.000
1773329465.5125859,33.104,15.869,0.015,67.349,14.85,0,0.000
1773329465.5801635,30.782,15.694,0.014,66.639,15.01,0,0.000
1773329465.6448798,33.764,15.029,0.013,63.771,15.68,0,0.000
1773329465.7109377,31.111,14.715,0.012,65.080,15.37,0,0.000
1773329465.777523,32.730,15.089,0.012,65.740,15.21,0,0.000
1773329465.8441834,32.080,14.834,0.021,65.776,15.20,0,0.000
1773329465.910974,32.408,15.021,0.016,65.971,15.16,0,0.000
1773329465.9774241,33.357,14.768,0.014,65.573,15.25,0,0.000
1773329466.0438864,32.621,14.674,0.015,65.414,15.29,0,0.000
1773329466.110922,32.120,14.807,0.015,66.184,15.11,0,0.000
1773329466.177308,31.899,14.611,0.015,65.528,15.26,0,0.000
1773329466.2439,33.008,14.756,0.015,65.742,15.21,0,0.000
1773329466.310544,32.727,14.718,0.016,65.834,15.19,0,0.000
1773329466.3780422,32.325,14.627,0.015,66.555,15.03,0,0.000
1773329466.4438338,32.190,14.611,0.012,64.885,15.41,0,0.000
1773329466.5104485,31.918,15.212,0.014,65.645,15.23,0,0.000
1773329466.5768993,32.512,16.299,0.014,65.540,15.26,0,0.000
1773329466.6441174,32.113,15.919,0.016,66.359,15.07,0,0.000
1773329466.7104096,31.987,14.897,0.015,65.377,15.30,0,0.000
1773329466.7771542,28.553,15.021,0.014,61.821,16.18,0,0.000
1773329466.844519,29.573,15.540,0.012,63.797,15.67,0,0.000
1773329466.9101856,31.070,14.629,0.014,64.775,15.44,0,0.000
1773329466.9768484,32.414,14.767,0.016,65.835,15.19,0,0.000
1773329467.0436826,32.081,15.208,0.010,65.977,15.16,0,0.000
1773329467.1102295,32.388,15.130,0.014,65.710,15.22,0,0.000
1773329467.1771202,32.239,14.765,0.014,65.994,15.15,0,0.000
1773329467.2438967,32.235,15.037,0.013,65.951,15.16,0,0.000
1773329467.3100457,33.010,15.024,0.014,65.246,15.33,0,0.000
1773329467.378008,34.294,15.050,0.013,67.123,14.90,0,0.000
1773329467.4435425,31.165,14.900,0.012,64.618,15.48,0,0.000
1773329467.5100892,32.310,16.069,0.021,65.730,15.21,0,0.000
1773329467.5767286,32.054,14.924,0.015,65.743,15.21,0,0.000
1773329467.643245,32.108,14.750,0.013,65.613,15.24,0,0.000
1773329467.7106016,33.184,14.995,0.016,66.498,15.04,0,0.000
1773329467.7767165,31.652,15.487,0.015,65.060,15.37,0,0.000
1773329467.8432472,35.310,14.995,0.015,65.593,15.25,0,0.000
1773329467.9101741,34.469,14.871,0.015,66.092,15.13,0,0.000
1773329467.9764056,31.636,15.126,0.014,65.177,15.34,0,0.000
1773329468.0431194,32.398,14.965,0.016,65.814,15.19,0,0.000
1773329468.111164,32.106,15.250,0.014,67.199,14.88,0,0.000
1773329468.1763606,31.007,14.833,0.015,64.305,15.55,0,0.000
1773329468.2430449,32.017,14.817,0.017,65.844,15.19,0,0.000
1773329468.3098218,32.293,15.073,0.016,65.949,15.16,0,0.000
1773329468.3767266,31.888,14.838,0.015,65.968,15.16,0,0.000
1773329468.4429681,32.188,15.286,0.014,65.389,15.29,0,0.000
1773329468.5097697,31.779,14.628,0.013,65.762,15.21,0,0.000
1773329468.576474,32.334,14.718,0.014,65.776,15.20,0,0.000
1773329468.6435292,31.678,15.264,0.017,65.976,15.16,0,0.000
